timestamp,aX,aY,aZ,label
2026-06-18 00:26:00,16676,-496,-1484,awake
2026-06-18 00:26:00,16580,-440,-1540,awake
2026-06-18 00:26:00,16636,-464,-1444,awake
2026-06-18 00:26:00,16636,-440,-1476,awake
2026-06-18 00:26:00,16644,-444,-1500,awake
2026-06-18 00:26:00,16660,-492,-1384,awake
2026-06-18 00:26:00,16640,-496,-1488,awake
2026-06-18 00:26:00,16704,-452,-1420,awake
2026-06-18 00:26:00,16668,-476,-1400,awake
2026-06-18 00:26:00,16668,-460,-1520,awake
2026-06-18 00:26:00,16628,-396,-1548,awake
2026-06-18 00:26:00,16676,-440,-1488,awake
2026-06-18 00:26:00,16616,-508,-1500,awake
2026-06-18 00:26:00,16660,-412,-1436,awake
2026-06-18 00:26:00,16648,-476,-1524,awake
2026-06-18 00:26:00,16672,-460,-1492,awake
2026-06-18 00:26:00,16624,-512,-1492,awake
2026-06-18 00:26:00,16648,-448,-1464,awake
2026-06-18 00:26:00,16644,-460,-1380,awake
2026-06-18 00:26:00,16620,-464,-1488,awake
2026-06-18 00:26:00,16608,-512,-1496,awake
2026-06-18 00:26:00,16660,-448,-1472,awake
2026-06-18 00:26:00,16680,-496,-1484,awake
2026-06-18 00:26:00,16620,-460,-1520,awake
2026-06-18 00:26:00,16652,-504,-1448,awake
2026-06-18 00:26:00,16600,-436,-1512,awake
2026-06-18 00:26:00,16612,-496,-1436,awake
2026-06-18 00:26:00,16592,-452,-1548,awake
2026-06-18 00:26:00,16632,-488,-1428,awake
2026-06-18 00:26:00,16684,-412,-1484,awake
2026-06-18 00:26:00,16608,-492,-1516,awake
2026-06-18 00:26:00,16604,-504,-1396,awake
2026-06-18 00:26:00,16664,-492,-1404,awake
2026-06-18 00:26:00,16616,-528,-1496,awake
2026-06-18 00:26:00,16684,-416,-1344,awake
2026-06-18 00:26:00,16724,-472,-1320,awake
2026-06-18 00:26:00,16612,-444,-1440,awake
2026-06-18 00:26:00,16636,-508,-1476,awake
2026-06-18 00:26:00,16660,-464,-1456,awake
2026-06-18 00:26:00,16616,-448,-1504,awake
2026-06-18 00:26:00,16696,-528,-1432,awake
2026-06-18 00:26:00,16596,-472,-1488,awake
2026-06-18 00:26:00,16620,-432,-1532,awake
2026-06-18 00:26:00,16660,-456,-1464,awake
2026-06-18 00:26:00,16616,-416,-1480,awake
2026-06-18 00:26:00,16664,-492,-1496,awake
2026-06-18 00:26:00,16656,-464,-1428,awake
2026-06-18 00:26:00,16640,-540,-1548,awake
2026-06-18 00:26:00,16752,-456,-1496,awake
2026-06-18 00:26:00,16644,-484,-1508,awake
2026-06-18 00:26:00,16620,-496,-1396,awake
2026-06-18 00:26:00,16644,-468,-1436,awake
2026-06-18 00:26:00,16660,-484,-1440,awake
2026-06-18 00:26:00,16636,-408,-1548,awake
2026-06-18 00:26:00,16664,-472,-1472,awake
2026-06-18 00:26:00,16568,-452,-1456,awake
2026-06-18 00:26:00,16652,-492,-1508,awake
2026-06-18 00:26:00,16596,-516,-1416,awake
2026-06-18 00:26:00,16648,-496,-1524,awake
2026-06-18 00:26:00,16676,-452,-1524,awake
2026-06-18 00:26:00,16672,-424,-1488,awake
2026-06-18 00:26:00,16592,-528,-1504,awake
2026-06-18 00:26:00,16612,-440,-1484,awake
2026-06-18 00:26:00,16664,-504,-1456,awake
2026-06-18 00:26:00,16708,-520,-1556,awake
2026-06-18 00:26:00,16672,-500,-1396,awake
2026-06-18 00:26:00,16620,-468,-1420,awake
2026-06-18 00:26:00,16644,-488,-1424,awake
2026-06-18 00:26:00,16660,-468,-1500,awake
2026-06-18 00:26:00,16684,-492,-1484,awake
2026-06-18 00:26:00,16660,-436,-1420,awake
2026-06-18 00:26:00,16652,-452,-1404,awake
2026-06-18 00:26:00,16608,-504,-1488,awake
2026-06-18 00:26:00,16644,-420,-1460,awake
2026-06-18 00:26:00,16700,-464,-1516,awake
2026-06-18 00:26:00,16672,-492,-1376,awake
2026-06-18 00:26:00,16636,-476,-1464,awake
2026-06-18 00:26:00,16592,-496,-1536,awake
2026-06-18 00:26:00,16676,-452,-1484,awake
2026-06-18 00:26:00,16644,-488,-1504,awake
2026-06-18 00:26:00,16612,-436,-1540,awake
2026-06-18 00:27:00,16640,-456,-1440,awake
2026-06-18 00:27:00,16604,-492,-1432,awake
2026-06-18 00:27:00,16648,-516,-1556,awake
2026-06-18 00:27:00,16628,-428,-1412,awake
2026-06-18 00:27:00,16620,-464,-1384,awake
2026-06-18 00:27:00,16676,-460,-1528,awake
2026-06-18 00:27:00,16632,-468,-1464,awake
2026-06-18 00:27:00,16680,-444,-1452,awake
2026-06-18 00:27:00,16668,-436,-1520,awake
2026-06-18 00:27:00,16736,-468,-1400,awake
2026-06-18 00:27:00,16680,-456,-1504,awake
2026-06-18 00:27:00,16656,-488,-1464,awake
2026-06-18 00:27:00,16668,-492,-1532,awake
2026-06-18 00:27:00,16660,-460,-1420,awake
2026-06-18 00:27:00,16624,-404,-1488,awake
2026-06-18 00:27:00,16616,-492,-1520,awake
2026-06-18 00:27:00,16700,-468,-1412,awake
2026-06-18 00:27:00,16636,-528,-1452,awake
2026-06-18 00:27:00,16672,-456,-1512,awake
2026-06-18 00:27:00,16620,-504,-1568,awake
2026-06-18 00:27:00,16676,-512,-1548,awake
2026-06-18 00:27:00,16648,-496,-1464,awake
2026-06-18 00:27:00,16644,-532,-1536,awake
2026-06-18 00:27:00,16676,-484,-1424,awake
2026-06-18 00:27:00,16700,-476,-1484,awake
2026-06-18 00:27:00,16660,-456,-1472,awake
2026-06-18 00:27:00,16628,-464,-1520,awake
2026-06-18 00:27:00,16648,-456,-1492,awake
2026-06-18 00:27:00,16632,-468,-1408,awake
2026-06-18 00:27:00,16624,-456,-1448,awake
2026-06-18 00:27:00,16660,-432,-1488,awake
2026-06-18 00:27:00,16704,-396,-1424,awake
2026-06-18 00:27:00,16728,-456,-1440,awake
2026-06-18 00:27:00,16688,-496,-1468,awake
2026-06-18 00:27:00,16700,-464,-1492,awake
2026-06-18 00:27:00,16604,-500,-1536,awake
2026-06-18 00:27:00,16688,-496,-1552,awake
2026-06-18 00:27:00,16636,-412,-1488,awake
2026-06-18 00:27:00,16668,-508,-1424,awake
2026-06-18 00:27:00,16632,-388,-1604,awake
2026-06-18 00:27:00,16676,-420,-1464,awake
2026-06-18 00:27:00,16644,-492,-1508,awake
2026-06-18 00:27:00,16636,-460,-1468,awake
2026-06-18 00:27:00,16604,-448,-1440,awake
2026-06-18 00:27:00,16632,-460,-1584,awake
2026-06-18 00:27:00,16644,-460,-1516,awake
2026-06-18 00:27:00,16652,-396,-1552,awake
2026-06-18 00:27:00,16644,-492,-1448,awake
2026-06-18 00:27:00,16668,-460,-1464,awake
2026-06-18 00:27:00,16612,-484,-1484,awake
2026-06-18 00:27:00,16648,-448,-1424,awake
2026-06-18 00:27:00,16664,-468,-1508,awake
2026-06-18 00:27:00,16684,-408,-1492,awake
2026-06-18 00:27:00,16632,-468,-1512,awake
2026-06-18 00:27:00,16652,-440,-1568,awake
2026-06-18 00:27:00,16688,-444,-1524,awake
2026-06-18 00:27:00,16708,-372,-1468,awake
2026-06-18 00:27:00,16580,-484,-1424,awake
2026-06-18 00:27:00,16620,-440,-1524,awake
2026-06-18 00:27:00,16648,-452,-1460,awake
2026-06-18 00:27:00,16704,-440,-1464,awake
2026-06-18 00:27:00,16676,-504,-1440,awake
2026-06-18 00:27:00,16652,-464,-1420,awake
2026-06-18 00:27:00,16664,-400,-1472,awake
2026-06-18 00:27:00,16636,-460,-1444,awake
2026-06-18 00:27:00,16640,-476,-1464,awake
2026-06-18 00:27:00,16652,-500,-1544,awake
2026-06-18 00:27:00,16668,-476,-1456,awake
2026-06-18 00:27:00,16596,-480,-1436,awake
2026-06-18 00:27:00,16652,-432,-1404,awake
2026-06-18 00:27:00,16708,-472,-1504,awake
2026-06-18 00:27:00,16656,-464,-1488,awake
2026-06-18 00:27:00,16636,-480,-1436,awake
2026-06-18 00:27:00,16652,-480,-1516,awake
2026-06-18 00:27:00,16592,-472,-1428,awake
2026-06-18 00:27:00,16656,-480,-1476,awake
2026-06-18 00:27:00,16648,-468,-1476,awake
2026-06-18 00:27:00,16668,-464,-1488,awake
2026-06-18 00:27:00,16640,-444,-1512,awake
2026-06-18 00:27:00,16652,-468,-1524,awake
2026-06-18 00:27:00,16676,-496,-1444,awake
2026-06-18 00:27:00,16568,-484,-1492,awake
2026-06-18 00:27:00,16680,-464,-1532,awake
2026-06-18 00:27:00,16636,-452,-1512,awake
2026-06-18 00:27:00,16664,-500,-1524,awake
2026-06-18 00:27:00,16696,-440,-1444,awake
2026-06-18 00:27:00,16664,-448,-1512,awake
2026-06-18 00:27:00,16632,-456,-1384,awake
2026-06-18 00:27:00,16708,-496,-1536,awake
2026-06-18 00:27:00,16624,-464,-1524,awake
2026-06-18 00:27:00,16616,-456,-1436,awake
2026-06-18 00:27:00,16556,-428,-1496,awake
2026-06-18 00:27:00,16684,-468,-1352,awake
2026-06-18 00:27:00,16692,-504,-1536,awake
2026-06-18 00:27:00,16640,-428,-1528,awake
2026-06-18 00:27:00,16664,-520,-1436,awake
2026-06-18 00:27:00,16684,-472,-1528,awake
2026-06-18 00:27:00,16668,-472,-1504,awake
2026-06-18 00:27:00,16616,-516,-1428,awake
2026-06-18 00:27:00,16584,-508,-2052,awake
2026-06-18 00:27:00,16640,-448,-1516,awake
2026-06-18 00:27:00,16696,-500,-1368,awake
2026-06-18 00:27:00,16748,-620,-1184,awake
2026-06-18 00:27:00,16620,-432,-1388,awake
2026-06-18 00:27:00,16612,-472,-1460,awake
2026-06-18 00:27:00,16696,-424,-1500,awake
2026-06-18 00:27:00,16592,-436,-1500,awake
2026-06-18 00:27:00,16660,-380,-1384,awake
2026-06-18 00:27:00,16660,-420,-1456,awake
2026-06-18 00:27:00,16720,-480,-1480,awake
2026-06-18 00:27:00,16640,-452,-1524,awake
2026-06-18 00:27:00,16680,-480,-1568,awake
2026-06-18 00:27:00,16716,-480,-1420,awake
2026-06-18 00:27:00,16636,-484,-1464,awake
2026-06-18 00:27:00,16692,-448,-1472,awake
2026-06-18 00:27:00,16632,-472,-1448,awake
2026-06-18 00:27:00,16644,-516,-1452,awake
2026-06-18 00:27:00,16620,-500,-1456,awake
2026-06-18 00:28:00,16632,-452,-1444,awake
2026-06-18 00:28:00,16660,-488,-1532,awake
2026-06-18 00:28:00,16652,-488,-1392,awake
2026-06-18 00:28:00,16600,-456,-1500,awake
2026-06-18 00:28:00,16660,-480,-1544,awake
2026-06-18 00:28:00,16644,-504,-1432,awake
2026-06-18 00:28:00,16716,-484,-1536,awake
2026-06-18 00:28:00,16592,-468,-1532,awake
2026-06-18 00:28:00,16640,-412,-1492,awake
2026-06-18 00:28:00,16704,-452,-1508,awake
2026-06-18 00:28:00,16700,-384,-1420,awake
2026-06-18 00:28:00,16696,-540,-1448,awake
2026-06-18 00:28:00,16608,-504,-1372,awake
2026-06-18 00:28:00,16624,-472,-1500,awake
2026-06-18 00:28:00,16684,-488,-1524,awake
2026-06-18 00:28:00,16712,-452,-1412,awake
2026-06-18 00:28:00,16672,-452,-1516,awake
2026-06-18 00:28:00,16640,-548,-1504,awake
2026-06-18 00:28:00,16652,-444,-1432,awake
2026-06-18 00:28:00,16664,-496,-1452,awake
2026-06-18 00:28:00,16696,-508,-1480,awake
2026-06-18 00:28:00,16696,-444,-1540,awake
2026-06-18 00:28:00,16648,-468,-1496,awake
2026-06-18 00:28:00,16664,-532,-1536,awake
2026-06-18 00:28:00,16700,-460,-1392,awake
2026-06-18 00:28:00,16616,-544,-1496,awake
2026-06-18 00:28:00,16652,-456,-1404,awake
2026-06-18 00:28:00,16632,-428,-1460,awake
2026-06-18 00:28:00,16648,-464,-1472,awake
2026-06-18 00:28:00,16652,-432,-1448,awake
2026-06-18 00:28:00,16652,-500,-1440,awake
2026-06-18 00:28:00,16620,-496,-1392,awake
2026-06-18 00:28:00,16692,-532,-1436,awake
2026-06-18 00:28:00,16624,-584,-1596,awake
2026-06-18 00:28:00,16644,-516,-1564,awake
2026-06-18 00:28:00,16584,-500,-1428,awake
2026-06-18 00:28:00,16696,-484,-1456,awake
2026-06-18 00:28:00,16624,-492,-1528,awake
2026-06-18 00:28:00,16680,-412,-1484,awake
2026-06-18 00:28:00,16688,-496,-1464,awake
2026-06-18 00:28:00,16616,-480,-1568,awake
2026-06-18 00:28:00,16644,-464,-1492,awake
2026-06-18 00:28:00,16672,-436,-1452,awake
2026-06-18 00:28:00,16608,-392,-1424,awake
2026-06-18 00:28:00,16660,-460,-1452,awake
2026-06-18 00:28:00,16604,-456,-1512,awake
2026-06-18 00:28:00,16704,-464,-1484,awake
2026-06-18 00:28:00,16596,-412,-1552,awake
2026-06-18 00:28:00,16620,-468,-1404,awake
2026-06-18 00:28:00,16592,-420,-1472,awake
2026-06-18 00:28:00,16664,-492,-1408,awake
2026-06-18 00:28:00,16684,-524,-1448,awake
2026-06-18 00:28:00,16632,-472,-1428,awake
2026-06-18 00:28:00,16680,-496,-1452,awake
2026-06-18 00:28:00,16692,-444,-1388,awake
2026-06-18 00:28:00,16652,-552,-1560,awake
2026-06-18 00:28:00,16596,-480,-1416,awake
2026-06-18 00:28:00,16616,-452,-1496,awake
2026-06-18 00:28:00,16624,-520,-1504,awake
2026-06-18 00:28:00,16660,-428,-1464,awake
2026-06-18 00:28:00,16596,-524,-1372,awake
2026-06-18 00:28:00,16660,-472,-1500,awake
2026-06-18 00:28:00,16648,-468,-1532,awake
2026-06-18 00:28:00,16676,-428,-1492,awake
2026-06-18 00:28:00,16656,-440,-1468,awake
2026-06-18 00:28:00,16700,-452,-1436,awake
2026-06-18 00:28:00,16660,-532,-1548,awake
2026-06-18 00:28:00,16680,-428,-1452,awake
2026-06-18 00:28:00,16640,-544,-1580,awake
2026-06-18 00:28:00,16652,-448,-1664,awake
2026-06-18 00:28:00,16712,-484,-1468,awake
2026-06-18 00:28:00,16636,-416,-1548,awake
2026-06-18 00:28:00,16616,-512,-1480,awake
2026-06-18 00:28:00,16624,-504,-1488,awake
2026-06-18 00:28:00,16656,-436,-1428,awake
2026-06-18 00:28:00,16648,-404,-1484,awake
2026-06-18 00:28:00,16644,-412,-1448,awake
2026-06-18 00:28:00,16644,-420,-1500,awake
2026-06-18 00:28:00,16672,-444,-1472,awake
2026-06-18 00:28:00,16668,-532,-1404,awake
2026-06-18 00:28:00,16684,-460,-1464,awake
2026-06-18 00:28:00,16652,-408,-1496,awake
2026-06-18 00:28:00,16624,-520,-1532,awake
2026-06-18 00:28:00,16668,-512,-1456,awake
2026-06-18 00:28:00,16604,-488,-1436,awake
2026-06-18 00:28:00,16536,-404,-1532,awake
2026-06-18 00:28:00,16628,-440,-1540,awake
2026-06-18 00:28:00,16680,-452,-1504,awake
2026-06-18 00:28:00,16660,-464,-1480,awake
2026-06-18 00:28:00,16616,-480,-1588,awake
2026-06-18 00:28:00,16632,-488,-1512,awake
2026-06-18 00:28:00,16648,-472,-1432,awake
2026-06-18 00:28:00,16680,-460,-1492,awake
2026-06-18 00:28:00,16608,-476,-1544,awake
2026-06-18 00:28:00,16636,-500,-1544,awake
2026-06-18 00:28:00,16640,-472,-1512,awake
2026-06-18 00:28:00,16596,-484,-1468,awake
2026-06-18 00:28:00,16720,-488,-1452,awake
2026-06-18 00:28:00,16628,-440,-1352,awake
2026-06-18 00:28:00,16636,-496,-1480,awake
2026-06-18 00:28:00,16660,-440,-1476,awake
2026-06-18 00:28:00,16648,-476,-1456,awake
2026-06-18 00:28:00,16656,-360,-1528,awake
2026-06-18 00:28:00,16608,-472,-1396,awake
2026-06-18 00:28:00,16688,-420,-1460,awake
2026-06-18 00:28:00,16668,-496,-1536,awake
2026-06-18 00:28:00,16672,-448,-1476,awake
2026-06-18 00:28:00,16672,-448,-1464,awake
2026-06-18 00:28:00,16668,-504,-1452,awake
2026-06-18 00:28:00,16652,-504,-1524,awake
2026-06-18 00:28:00,16680,-448,-1504,awake
2026-06-18 00:28:00,16616,-492,-1512,awake
2026-06-18 00:28:00,16660,-436,-1504,awake
2026-06-18 00:28:00,16640,-472,-1448,awake
2026-06-18 00:28:00,16684,-472,-1476,awake
2026-06-18 00:28:00,16592,-476,-1428,awake
2026-06-18 00:28:00,16688,-500,-1508,awake
2026-06-18 00:28:00,16648,-412,-1520,awake
2026-06-18 00:28:00,16644,-460,-1532,awake
2026-06-18 00:29:00,16620,-420,-1508,awake
2026-06-18 00:29:00,16708,-412,-1392,awake
2026-06-18 00:29:00,16616,-428,-1432,awake
2026-06-18 00:29:00,16692,-440,-1488,awake
2026-06-18 00:29:00,16612,-448,-1500,awake
2026-06-18 00:29:00,16632,-524,-1636,awake
2026-06-18 00:29:00,16680,-368,-1548,awake
2026-06-18 00:29:00,16644,-476,-1496,awake
2026-06-18 00:29:00,16668,-440,-1452,awake
2026-06-18 00:29:00,16648,-468,-1488,awake
2026-06-18 00:29:00,16648,-444,-1440,awake
2026-06-18 00:29:00,16664,-440,-1480,awake
2026-06-18 00:29:00,16624,-444,-1464,awake
2026-06-18 00:29:00,16716,-476,-1492,awake
2026-06-18 00:29:00,16660,-448,-1428,awake
2026-06-18 00:29:00,16692,-468,-1508,awake
2026-06-18 00:29:00,16636,-472,-1528,awake
2026-06-18 00:29:00,16648,-444,-1420,awake
2026-06-18 00:29:00,16652,-472,-1500,awake
2026-06-18 00:29:00,16624,-476,-1488,awake
2026-06-18 00:29:00,16680,-484,-1408,awake
2026-06-18 00:29:00,16648,-484,-1552,awake
2026-06-18 00:29:00,16660,-472,-1516,awake
2026-06-18 00:29:00,16676,-484,-1416,awake
2026-06-18 00:29:00,16644,-532,-1556,awake
2026-06-18 00:29:00,16640,-428,-1500,awake
2026-06-18 00:29:00,16672,-504,-1552,awake
2026-06-18 00:29:00,16672,-548,-1416,awake
2026-06-18 00:29:00,16656,-484,-1492,awake
2026-06-18 00:29:00,16676,-416,-1436,awake
2026-06-18 00:29:00,16660,-452,-1504,awake
2026-06-18 00:29:00,16732,-516,-1460,awake
2026-06-18 00:29:00,16692,-440,-1504,awake
2026-06-18 00:29:00,16600,-460,-1460,awake
2026-06-18 00:29:00,16684,-476,-1404,awake
2026-06-18 00:29:00,16632,-500,-1484,awake
2026-06-18 00:29:00,16784,-436,-1468,awake
2026-06-18 00:29:00,16648,-472,-1448,awake
2026-06-18 00:29:00,16648,-528,-1516,awake
2026-06-18 00:29:00,16688,-500,-1544,awake
2026-06-18 00:29:00,16592,-500,-1388,awake
2026-06-18 00:29:00,16696,-464,-1460,awake
2026-06-18 00:29:00,16628,-488,-1420,awake
2026-06-18 00:29:00,16656,-464,-1472,awake
2026-06-18 00:29:00,16676,-508,-1532,awake
2026-06-18 00:29:00,16644,-456,-1584,awake
2026-06-18 00:29:00,16640,-468,-1432,awake
2026-06-18 00:29:00,16616,-476,-1408,awake
2026-06-18 00:29:00,16672,-460,-1516,awake
2026-06-18 00:29:00,16712,-448,-1488,awake
2026-06-18 00:29:00,16636,-460,-1540,awake
2026-06-18 00:29:00,16644,-464,-1504,awake
2026-06-18 00:29:00,16672,-480,-1468,awake
2026-06-18 00:29:00,16624,-476,-1532,awake
2026-06-18 00:29:00,16660,-464,-1600,awake
2026-06-18 00:29:00,16664,-428,-1468,awake
2026-06-18 00:29:00,16668,-492,-1400,awake
2026-06-18 00:29:00,16632,-512,-1488,awake
2026-06-18 00:29:00,16696,-452,-1524,awake
2026-06-18 00:29:00,16620,-504,-1508,awake
2026-06-18 00:29:00,16672,-524,-1424,awake
2026-06-18 00:29:00,16708,-508,-1488,awake
2026-06-18 00:29:00,16636,-520,-1492,awake
2026-06-18 00:29:00,16664,-452,-1372,awake
2026-06-18 00:29:00,16620,-404,-1484,awake
2026-06-18 00:29:00,16628,-412,-1524,awake
2026-06-18 00:29:00,16600,-448,-1468,awake
2026-06-18 00:29:00,16624,-432,-1460,awake
2026-06-18 00:29:00,16676,-468,-1408,awake
2026-06-18 00:29:00,16696,-500,-1468,awake
2026-06-18 00:29:00,16676,-532,-1488,awake
2026-06-18 00:29:00,16620,-444,-1500,awake
2026-06-18 00:29:00,16664,-480,-1416,awake
2026-06-18 00:29:00,16612,-456,-1448,awake
2026-06-18 00:29:00,16644,-448,-1488,awake
2026-06-18 00:29:00,16672,-456,-1328,awake
2026-06-18 00:29:00,16672,-480,-1536,awake
2026-06-18 00:29:00,16604,-488,-1460,awake
2026-06-18 00:29:00,16588,-472,-1464,awake
2026-06-18 00:29:00,16664,-512,-1416,awake
2026-06-18 00:29:00,16640,-440,-1468,awake
2026-06-18 00:29:00,16680,-496,-1468,awake
2026-06-18 00:29:00,16596,-436,-1512,awake
2026-06-18 00:29:00,16656,-476,-1456,awake
2026-06-18 00:29:00,16660,-488,-1468,awake
2026-06-18 00:29:00,16676,-496,-1516,awake
2026-06-18 00:29:00,16640,-456,-1412,awake
2026-06-18 00:29:00,16624,-496,-1464,awake
2026-06-18 00:29:00,16668,-516,-1500,awake
2026-06-18 00:29:00,16700,-552,-1568,awake
2026-06-18 00:29:00,16656,-452,-1476,awake
2026-06-18 00:29:00,16624,-520,-1532,awake
2026-06-18 00:29:00,16668,-488,-1388,awake
